bc,bcm,bcode,bname,hd,mbc,oc,sca,sc,st
,,EC,Electronics And Comm. Engineering,1228 . Alpha College Of Engineering,,84.75,,,
,,EC,Electronics And Comm. Engineering,1407 . G.K.M. College Of Engineering And Technology,,94.25,,,
114.00,123.75,CE,Civil Engineering,4991 . Kalasalingam Institute Of Technology,91.00,139.25,,93.00,
94.25,,EC,Electronics And Comm. Engineering,4969 . Scad College Of Engineering And Technology,95.00,106.50,,,
,,XM,Mechanical Engineering (Tm),1013 . University College Of Engineering- Villupuram,,87.75,,,
,,CS,Computer Science And Engineering,1221 . Jaya College Of Engineering And Technology,,87.00,,,
130.50,115.00,ME,Mechanical Engineering,1110 . Prathyusha Engineering College,127.50,142.50,,86.75,
,,EE,Electrical And Electronics Engineering,4973 . Rajas Engineering College,,141.75,,,
,,EE,Electrical And Electronics Engineering,2650 . Christ The King Engineering College,,118.25,,,
96.00,93.75,ME,Mechanical Engineering,2654 . S V S College Of Engineering,87.50,126.50,112.00,84.75,
,,CE,Civil Engineering,2776 . RVS Technical Campus - Coimbatore,,86.25,,,
,,CE,Civil Engineering,5862 . R.V.S. School Of Engineering And Technology,,88.00,,,
121.50,115.75,EC,Electronics And Comm. Engineering,2613 . K.S.R. College Of Engineering (AUT),121.50,150.50,123.25,,
167.25,162.00,ME,Mechanical Engineering,1432 . Rajalakshmi Institute Of Technology,159.00,172.00,,127.00,
115.75,108.50,CS,Computer Science And Engineering,2611 . Paavai Engineering College (AUT),123.25,148.25,,107.00,
167.50,137.00,EE,Electrical And Electronics Engineering,2369 . Government College Of Engineering - Dharmapuri,172.75,176.25,160.25,151.00,
,,CE,Civil Engineering,1519 . Bharathidasan Engineering College,,107.00,,,
86.25,,CS,Computer Science And Engineering,2717 . Sasurie College Of Engineering,84.50,132.00,,97.50,
85.25,,CS,Computer Science And Engineering,2752 . Nandha College Of Technology,106.75,117.00,,,
86.00,106.50,CE,Civil Engineering,2764 . K P R Institute Of Engineering And Technology,98.75,137.75,,92.75,
,,ME,Mechanical Engineering,1513 . Sri Balaji Chockalingam Engineering College,,84.50,,,
131.00,99.50,ME,Mechanical Engineering,4965 . P.S.R Engineering College (AUT),136.50,156.25,,108.50,
144.75,152.75,EE,Electrical And Electronics Engineering,2725 . Sri Ramakrishna Institute Of Technology,130.75,160.00,,81.50,
158.25,154.00,CS,Computer Science And Engineering,2723 . Velalar College Of Engineering And Technology (AUT),120.50,167.25,,,
190.50,186.50,ME,Mechanical Engineering,5901 . A.C.College Of Engineering And Technology (AUT),187.50,191.75,154.75,176.25,177.50
,,ME,Mechanical Engineering,2749 . Easa College Of Engineering And Technology,,85.75,,,
,,EC,Electronics And Comm. Engineering,1234 . Indira Gandhi College Of Engineering And Technology For Women,,100.00,,,
,,EC,Electronics And Comm. Engineering,5703 . Christian College Of Engineering And Technology,,90.75,,,
,,EC,Electronics And Comm. Engineering,1127 . ST.Peter's College Of Engineering And Technology,,87.00,,,
88.20,,CE,Civil Engineering,4992 . Bethlahem Institute Of Engineering,,107.25,,,
,,CE,Civil Engineering,2770 . Kalaivani College Of Technology,,93.75,,,
,,CS,Computer Science And Engineering,2762 . Jansons Institute Of Technology,,92.50,,,
,,IE,Industrial Engineering,1447 . Jawahar Engineering College,,111.00,,,
87.75,91.25,ME,Mechanical Engineering,1512 . S.K.P. Engineering College,83.75,113.75,,85.75,
155.50,146.75,ME,Mechanical Engineering,1122 . Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,147.50,160.00,,112.75,
112.25,,CE,Civil Engineering,2673 . Sree Sakthi Engineering College,87.00,142.75,,129.25,
171.50,161.25,CS,Computer Science And Engineering,1216 . Saveetha Engineering College,164.25,177.00,,122.00,
145.75,128.75,ME,Mechanical Engineering,4981 . Ponjesly College Of Engineering,84.25,154.75,,138.75,
,,ME,Mechanical Engineering,5720 . Sri Subramanya College Of Engineering And Technology,,88.25,,,
87.25,122.50,EE,Electrical And Electronics Engineering,1307 . Jerusalem College Of Engineering,88.50,132.00,,88.00,
126.00,141.50,CS,Computer Science And Engineering,5017 . University College Of Engineering- Ramanathapuram,126.50,145.50,,109.75,
138.50,127.50,CE,Civil Engineering,1118 . Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,118.50,154.75,,117.25,
,,CE,Civil Engineering,2772 . C M S College Of Engineering And Technology,,102.50,,,
190.00,190.25,CS,Computer Science And Engineering,1450 . Loyola - Icam College Of Engineering And Technology,183.00,192.00,152.00,171.75,
92.75,,CS,Computer Science And Engineering,1413 . Sri Venkateswaraa College Of Technology,,125.50,96.25,,
,,CS,Computer Science And Engineering,1226 . P.T. Lee Chengalvaraya Naicker College Of Engineering And Technology,,83.75,,,
107.25,85.00,ME,Mechanical Engineering,1409 . Karpaga Vinayaga College Of Engineering And Technology,88.00,128.25,,97.25,
98.50,,CE,Civil Engineering,2610 . Muthayammal Engineering College (AUT),80.75,104.75,,,
112.25,94.75,CS,Computer Science And Engineering,4967 . S.Veerasamy Chettiar College Of Engineering And Technology,94.50,114.00,,,
,,CE,Civil Engineering,2314 . Muthayammal College Of Engineering,,85.00,,,
,,EC,Electronics And Comm. Engineering,2614 . S.S.M. College Of Engineering,,84.50,,,
159.75,93.25,EC,Electronics And Comm. Engineering,2607 . K.S.Rangasamy College Of Technology (AUT),145.50,170.25,,102.75,107.75
99.00,140.25,CS,Computer Science And Engineering,4996 . Sri Vidya College Of Engineering & Technology,91.50,145.75,,,
,,ME,Mechanical Engineering,4927 . Maria College Of Engineering And Technology,,85.25,,,
,,CS,Computer Science And Engineering,1519 . Bharathidasan Engineering College,,99.25,,,
88.25,,ME,Mechanical Engineering,2302 . Sri Shanmugha College Of Engineering And Technology,82.00,123.75,,,
189.00,173.25,EC,Electronics And Comm. Engineering,2709 . Institute Of Road And Transport Technology,184.75,191.25,155.50,170.75,
,,CS,Computer Science And Engineering,2660 . Gnanamani College Of Engineering,,81.25,,,
,,CE,Civil Engineering,1441 . A.K.T. Memorial College Of Engineering And Technology,,83.00,,,
187.00,182.00,CS,Computer Science And Engineering,5986 . Velammal College Of Engineering And Technology,174.25,188.75,154.75,125.50,113.75
111.75,,CS,Computer Science And Engineering,2656 . Erode Builder Educational Trust's Group Of Institutions,131.50,154.75,135.75,,
106.75,91.50,CE,Civil Engineering,1412 . Mailam Engineering College,79.75,111.25,102.00,,
,,EE,Electrical And Electronics Engineering,2342 . Sri Ranganathar Institute Of Engineering & Technology,,135.75,,,
,,ME,Mechanical Engineering,1426 . Sri Ramanujar Engineering College,92.75,94.00,,,
,,CE,Civil Engineering,1107 . Jaya Institute Of Technology,,97.75,,,
91.25,94.25,ME,Mechanical Engineering,1421 . V.R.S. College Of Engineering And Technology,85.75,125.00,,79.25,
,,EC,Electronics And Comm. Engineering,2770 . Kalaivani College Of Technology,,132.25,,,
158.00,134.75,EC,Electronics And Comm. Engineering,1131 . Vel Tech,139.75,162.75,130.25,127.25,
,,CE,Civil Engineering,1127 . ST.Peter's College Of Engineering And Technology,,78.50,,,
,,CE,Civil Engineering,4989 . PSN Engineering College,,93.25,,,
,,CS,Computer Science And Engineering,1411 . Madha Engineering College,,85.50,,,
,,ME,Mechanical Engineering,1243 . Madha Institute Of Engineering And Technology,,102.25,,,
86.50,111.50,ME,Mechanical Engineering,5913 . R.V.S. College Of Engineering,79.75,125.75,,,
144.25,129.25,EE,Electrical And Electronics Engineering,2708 . Hindusthan College Of Engineering And Technology (AUT),134.50,155.50,95.75,100.00,
,,CS,Computer Science And Engineering,1137 . Annai Mira College Of Engineering And Technology,,132.75,,,
176.75,181.25,CH,Chemical Engineering,1211 . Rajalakshmi Engineering College,173.50,181.75,,130.25,
,,ME,Mechanical Engineering,5922 . Vickram College Of Engineering,,88.75,,,
,,CS,Computer Science And Engineering,2753 . PPG Institute Of Technology,,105.25,,,
87.75,,CE,Civil Engineering,2763 . Akshaya College Of Engineering & Technology,102.00,108.50,,,
143.00,149.50,EE,Electrical And Electronics Engineering,5904 . K.L.N.College Of Engineering,82.50,158.00,,,
,,EC,Electronics And Comm. Engineering,1243 . Madha Institute Of Engineering And Technology,,123.50,,,
103.50,,CS,Computer Science And Engineering,5832 . N P R College Of Engineering And Technology,83.75,126.00,,,
,,CS,Computer Science And Engineering,4977 . Narayanaguru College Of Engineering,,105.50,,,
,,EE,Electrical And Electronics Engineering,2630 . Chettinad College Of Engineering And Technology,,95.25,,,
166.00,124.00,CS,Computer Science And Engineering,2727 . Sri Shakthi Institute Of Engineering And Technology,122.25,177.50,,85.75,
,,ME,Mechanical Engineering,2658 . V S A Educational And Charitable Trust's Group Of Institutions,82.00,85.00,,,
,,CS,Computer Science And Engineering,2747 . Shree Venkateshwara Hi-Tech Engineering College,,82.00,,,
,,EE,Electrical And Electronics Engineering,4952 . C.S.I. Institute Of Technology,,93.25,,,
159.50,160.00,EE,Electrical And Electronics Engineering,5009 . Government College Of Engineering- Bodiyanayakkanur,152.00,166.25,137.50,145.00,
86.25,,CS,Computer Science And Engineering,4992 . Bethlahem Institute Of Engineering,,98.75,,,
99.00,,CE,Civil Engineering,1238 . Grt Institute Of Engineering And Technology,,118.75,,,
92.25,,EC,Electronics And Comm. Engineering,1413 . Sri Venkateswaraa College Of Technology,90.50,157.50,,127.50,
,,ME,Mechanical Engineering,1318 . T.J. Institute Of Technology,,137.75,,,
,,ME,Mechanical Engineering,2633 . Vidyaa Vikas College Of Engineering And Technology,,91.50,,,
,,EE,Electrical And Electronics Engineering,1524 . Annamalaiar College Of Engineering,,120.00,,,
111.75,,EC,Electronics And Comm. Engineering,2642 . P.S.V.College Of Engineering And Technology,97.25,122.75,,110.25,
113.00,138.00,ME,Mechanical Engineering,4955 . Francis Xavier Engineering College,100.50,141.00,,116.50,
,,EC,Electronics And Comm. Engineering,1523 . Global Institute Of Engineering And Technology,,92.25,,,
,,CE,Civil Engineering,4976 . Infant Jesus College Of Engineering,,103.00,,,
,,EC,Electronics And Comm. Engineering,1125 . PMR Engineering College,,112.00,,,
122.00,113.50,CE,Civil Engineering,1131 . Vel Tech,118.50,134.50,,82.25,
189.50,177.75,CS,Computer Science And Engineering,1112 . R.M.D. Engineering College,184.25,191.00,165.25,168.25,
,,EE,Electrical And Electronics Engineering,1221 . Jaya College Of Engineering And Technology,,112.00,,,
136.00,96.25,EC,Electronics And Comm. Engineering,1310 . Misrimal Navajee Munoth Jain Engineering College,116.00,157.25,,79.75,
,,CS,Computer Science And Engineering,1402 . Annai Teresa College Of Engineering,,87.75,,,
,,EC,Electronics And Comm. Engineering,1137 . Annai Mira College Of Engineering And Technology,,99.50,,,
,,CS,Computer Science And Engineering,1441 . A.K.T. Memorial College Of Engineering And Technology,,85.00,,,
186.75,181.25,CS,Computer Science And Engineering,1120 . Velammal Engineering College,180.75,188.50,85.25,154.00,
,,EC,Electronics And Comm. Engineering,2662 . Dr.Nagarathinam's College Of Engineering,,86.25,,,
,,ME,Mechanical Engineering,2737 . Ranganathan Engineering College,,87.50,,,
,,CE,Civil Engineering,2657 . Pavai College Of Technology,,101.00,,,
,,CS,Computer Science And Engineering,2631 . King College Of Technology,,149.25,,,
175.75,176.50,ME,Mechanical Engineering,1026 . University College Of Engineering- Kanchipuram,173.00,182.75,147.75,161.00,157.75
,,CE,Civil Engineering,1444 . Chendu College Of Engineering And Technology,91.75,96.50,,,
,,EC,Electronics And Comm. Engineering,1333 . Vi Institute Of Technology,,110.50,,,
92.25,,ME,Mechanical Engineering,2648 . Annapoorana Engineering College,82.25,111.75,,,
,,CS,Computer Science And Engineering,1334 . Ars College Of Engineering,,99.50,,,
97.25,102.75,CE,Civil Engineering,1122 . Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,87.50,126.00,,78.25,
,,CE,Civil Engineering,2633 . Vidyaa Vikas College Of Engineering And Technology,,90.00,,,
113.00,148.00,CE,Civil Engineering,1101 . Aalim Muhammed Salegh College Of Engineering,120.50,152.25,,,
,,EC,Electronics And Comm. Engineering,2748 . Surya Engineering College,,82.75,,,
,,EE,Electrical And Electronics Engineering,4977 . Narayanaguru College Of Engineering,,126.50,,,
,,CE,Civil Engineering,5703 . Christian College Of Engineering And Technology,,87.75,,,
105.25,123.00,ME,Mechanical Engineering,2715 . Nandha Engineering College (AUT),96.50,145.00,128.25,117.75,
99.75,,ME,Mechanical Engineering,2752 . Nandha College Of Technology,111.75,117.75,,,
,,EC,Electronics And Comm. Engineering,1141 . R.V.S. Padhmavathy College Of Engineering & Technology,,97.50,,,
,,EE,Electrical And Electronics Engineering,2338 . Asian College Of Engineering And Technology,,130.75,,,
,,ME,Mechanical Engineering,5990 . Latha Mathavan Engineering College,,83.00,,,
95.75,,CE,Civil Engineering,1409 . Karpaga Vinayaga College Of Engineering And Technology,84.75,110.50,,103.50,
,,ME,Mechanical Engineering,1235 . J E I Mathaajee College Of Engineering,,99.00,,,
95.75,,ME,Mechanical Engineering,2762 . Jansons Institute Of Technology,85.25,123.75,,,
,,CS,Computer Science And Engineering,1234 . Indira Gandhi College Of Engineering And Technology For Women,,107.25,,,
107.25,127.50,CE,Civil Engineering,4981 . Ponjesly College Of Engineering,127.75,130.75,,,
97.75,,EE,Electrical And Electronics Engineering,2328 . K S R Institute For Engineering And Technology,110.50,139.50,,123.00,
,,CE,Civil Engineering,2329 . Rathinam Technical Campus,,85.75,,,
151.75,156.00,CE,Civil Engineering,1422 . Valliammai Engineering College,151.00,163.25,,118.50,
114.00,,ME,Mechanical Engineering,2751 . KGISL Institute Of Technology,80.75,142.50,,,
99.75,,EC,Electronics And Comm. Engineering,1116 . Sri Venkateswara College Of Engineering And Technology,,109.25,,,
,,CE,Civil Engineering,1137 . Annai Mira College Of Engineering And Technology,,122.25,,,
134.00,,CS,Computer Science And Engineering,2750 . KIR - Kalaignar Karunanidhi Institute Of Technology,98.75,150.50,116.75,139.25,
136.50,131.75,ME,Mechanical Engineering,1206 . Jeppiaar Maamallan Institute Of Technology,131.75,145.50,138.50,80.25,
91.25,94.50,CS,Computer Science And Engineering,1407 . G.K.M. College Of Engineering And Technology,,100.25,,,
,,EC,Electronics And Comm. Engineering,1222 . P.B. College Of Engineering,,118.75,,,
87.50,,CS,Computer Science And Engineering,1242 . Sree Sastha College Of Engineering,104.25,126.50,,87.50,
,,EE,Electrical And Electronics Engineering,5703 . Christian College Of Engineering And Technology,,97.50,,,
188.50,181.25,CS,Computer Science And Engineering,1210 . Panimalar Engineering College,184.75,189.75,132.75,156.75,109.50
,,EE,Electrical And Electronics Engineering,1504 . Arunai Engineering College,84.50,91.00,,,
,,CE,Civil Engineering,1438 . Sree Krishna College Of Engineering,,108.50,,,
,,EC,Electronics And Comm. Engineering,5502 . Sri Raaja Raajan College Of Engineering And Technology,,101.50,,,
180.25,164.75,CS,Computer Science And Engineering,2603 . Government College Of Engineering - Bargur,179.50,185.50,164.00,159.00,119.25
,,CE,Civil Engineering,1507 . Ganadipathy Tulsi's Jain Engineering College,,90.25,,,
,,EE,Electrical And Electronics Engineering,4992 . Bethlahem Institute Of Engineering,,89.25,,,
,,EC,Electronics And Comm. Engineering,4985 . K N S K College Of Engineering,,122.75,,,
167.25,166.00,ME,Mechanical Engineering,4962 . National Engineering College (AUT),158.75,175.50,,140.25,
183.50,174.25,ME,Mechanical Engineering,2706 . DR.Mahalingam College Of Engineering & Technology (AUT),174.50,185.50,109.50,139.00,
105.50,,EC,Electronics And Comm. Engineering,2752 . Nandha College Of Technology,101.75,111.50,,,
95.25,,CS,Computer Science And Engineering,5865 . Nadar Saraswathi College Of Engineering & Technology,108.25,138.50,,,
193.50,191.25,CE,Civil Engineering,2005 . Government College Of Technology- Coimbatore (Aut),191.25,194.25,180.75,184.25,
169.50,164.50,EC,Electronics And Comm. Engineering,1399 . Chennai Institute Of Technology,151.75,185.75,,89.50,
